Archivo_Origen,Clase_C++,Dialecto,Operacion_JSON_op,Descripcion
NVVMOps.td,NVVM_FenceProxyOp,nvvm,nvvm.fence.proxy,Sin descripción
NVVMOps.td,NVVM_FenceProxyAcquireOp,nvvm,nvvm.fence.proxy.acquire,Uni-directional proxy fence operation with acquire semantics
NVVMOps.td,NVVM_FenceProxyReleaseOp,nvvm,nvvm.fence.proxy.release,Uni-directional proxy fence operation with release semantics
NVVMOps.td,NVVM_FenceProxySyncRestrictOp,nvvm,nvvm.fence.proxy.sync_restrict,Uni-directional proxy fence operation with sync_restrict
NVVMOps.td,NVVM_SetMaxRegisterOp,nvvm,nvvm.setmaxregister,Sin descripción
NVVMOps.td,NVVM_ShflOp,nvvm,nvvm.shfl.sync,NVVM Dialect Op for shfl.sync
NVVMOps.td,NVVM_VoteSyncOp,nvvm,nvvm.vote.sync,Vote across thread group
NVVMOps.td,NVVM_ElectSyncOp,nvvm,nvvm.elect.sync,Elect one leader thread
NVVMOps.td,NVVM_CpAsyncOp,nvvm,nvvm.cp.async.shared.global,Sin descripción
NVVMOps.td,NVVM_CpAsyncCommitGroupOp,nvvm,nvvm.cp.async.commit.group,Sin descripción
NVVMOps.td,NVVM_CpAsyncWaitGroupOp,nvvm,nvvm.cp.async.wait.group,NVVM Dialect Op for cp.async.mbarrier.arrive
NVVMOps.td,NVVM_ConvertFloatToTF32Op,nvvm,nvvm.convert.float.to.tf32,Convert the given float input to TF32
NVVMOps.td,NVVM_ConvertF32x2ToF4x2Op,nvvm,nvvm.convert.f32x2.to.f4x2,Convert a pair of float inputs to f4x2
NVVMOps.td,NVVM_ConvertF32x2ToF6x2Op,nvvm,nvvm.convert.f32x2.to.f6x2,Convert a pair of float inputs to f6x2
NVVMOps.td,NVVM_ConvertF32x2ToF8x2Op,nvvm,nvvm.convert.f32x2.to.f8x2,Convert a pair of float inputs to f8x2
NVVMOps.td,NVVM_ConvertF16x2ToF8x2Op,nvvm,nvvm.convert.f16x2.to.f8x2,Convert an f16x2 input to f8x2
NVVMOps.td,NVVM_ConvertBF16x2ToF8x2Op,nvvm,nvvm.convert.bf16x2.to.f8x2,Convert a pair of bf16 inputs to f8x2
NVVMOps.td,NVVM_ConvertF32x2ToS2F6x2Op,nvvm,nvvm.convert.f32x2.to.s2f6x2,Convert a pair of f32 inputs to S2F6x2
NVVMOps.td,NVVM_ConvertBF16x2ToS2F6x2Op,nvvm,nvvm.convert.bf16x2.to.s2f6x2,Convert a pair of BF16 inputs to S2F6x2
NVVMOps.td,NVVM_WMMALoadOp,nvvm,nvvm.wmma.load,Warp synchronous matrix load
NVVMOps.td,NVVM_WMMAStoreOp,nvvm,nvvm.wmma.store,Warp synchronous matrix store
NVVMOps.td,NVVM_WMMAMmaOp,nvvm,nvvm.wmma.mma,Warp synchronous matrix-multiply accumulate using tensor cores.
NVVMOps.td,NVVM_StMatrixOp,nvvm,nvvm.stmatrix,cooperative matrix store
NVVMOps.td,NVVM_LdMatrixOp,nvvm,nvvm.ldmatrix,cooperative matrix load
NVVMOps.td,NVVM_MmaOp,nvvm,nvvm.mma.sync,cooperative matrix-multiply and accumulate
NVVMOps.td,NVVM_MmaSpOp,nvvm,nvvm.mma.sp.sync,cooperative sparse matrix-multiply and accumulate
NVVMOps.td,NVVM_CpAsyncBulkCommitGroupOp,nvvm,nvvm.cp.async.bulk.commit.group,Sin descripción
NVVMOps.td,NVVM_CpAsyncBulkWaitGroupOp,nvvm,nvvm.cp.async.bulk.wait_group,Sin descripción
NVVMOps.td,NVVM_CpAsyncBulkTensorGlobalToSharedClusterOp,nvvm,nvvm.cp.async.bulk.tensor.shared.cluster.global,Sin descripción
NVVMOps.td,NVVM_CpAsyncBulkTensorSharedCTAToGlobalOp,nvvm_ptxbuilder,nvvm_ptxbuilder.cp.async.bulk.tensor.global.shared.cta,Sin descripción
NVVMOps.td,NVVM_PrefetchOp,nvvm,nvvm.prefetch,Brings the cache line containing an address into the specified cache level
NVVMOps.td,NVVM_CpAsyncBulkTensorReduceOp,nvvm,nvvm.cp.async.bulk.tensor.reduce,Sin descripción
NVVMOps.td,NVVM_CpAsyncBulkGlobalToSharedClusterOp,nvvm,nvvm.cp.async.bulk.shared.cluster.global,Async bulk copy from global to Shared {cta or cluster} memory
NVVMOps.td,NVVM_CpAsyncBulkSharedCTAToSharedClusterOp,nvvm,nvvm.cp.async.bulk.shared.cluster.shared.cta,Async bulk copy from Shared CTA memory to Shared cluster memory
NVVMOps.td,NVVM_CpAsyncBulkSharedCTAToGlobalOp,nvvm,nvvm.cp.async.bulk.global.shared.cta,Async bulk copy from Shared CTA memory to Global memory
NVVMOps.td,NVVM_WgmmaFenceAlignedOp,nvvm,nvvm.wgmma.fence.aligned,Sin descripción
NVVMOps.td,NVVM_WgmmaGroupSyncAlignedOp,nvvm,nvvm.wgmma.commit.group.sync.aligned,Sin descripción
NVVMOps.td,NVVM_WgmmaWaitGroupSyncOp,nvvm,nvvm.wgmma.wait.group.sync.aligned,Sin descripción
NVVMOps.td,NVVM_WgmmaMmaAsyncOp,nvvm,nvvm.wgmma.mma_async,Sin descripción
NVVMOps.td,NVVM_GriddepcontrolOp,nvvm,nvvm.griddepcontrol,Sin descripción
NVVMOps.td,NVVM_MapaOp,nvvm,nvvm.mapa,Sin descripción
NVVMOps.td,NVVM_MatchSyncOp,nvvm,nvvm.match.sync,Broadcast and compare a value across threads in warp
NVVMOps.td,NVVM_BulkStoreOp,nvvm,nvvm.st.bulk,Bulk Store Op
NVVMOps.td,NVVM_Exit,nvvm,nvvm.exit,Exit Op
NVVMOps.td,NVVM_Breakpoint,nvvm,nvvm.breakpoint,Breakpoint Op
NVVMOps.td,NVVM_Tcgen05AllocOp,nvvm,nvvm.tcgen05.alloc,Tcgen05 alloc operation
NVVMOps.td,NVVM_Tcgen05DeallocOp,nvvm,nvvm.tcgen05.dealloc,Tcgen05 dealloc operation
NVVMOps.td,NVVM_Tcgen05RelinquishAllocPermitOp,nvvm,nvvm.tcgen05.relinquish_alloc_permit,Tcgen05 Op to relinquish the right to allocate
NVVMOps.td,NVVM_Tcgen05FenceOp,nvvm,nvvm.tcgen05.fence,Tcgen05 fence operations
NVVMOps.td,NVVM_Tcgen05WaitOp,nvvm,nvvm.tcgen05.wait,Tcgen05 wait operations
NVVMOps.td,NVVM_Tcgen05CommitOp,nvvm,nvvm.tcgen05.commit,Tcgen05 commit operations
NVVMOps.td,NVVM_Tcgen05ShiftOp,nvvm,nvvm.tcgen05.shift,Tcgen05 shift operation
NVVMOps.td,NVVM_Tcgen05CpOp,nvvm,nvvm.tcgen05.cp,Tcgen05 copy operation
NVVMOps.td,NVVM_Tcgen05MmaSmemDescOp,nvvm,nvvm.tcgen05.mma_smem_desc,Constructs a Shared Memory descriptor for MMA Operands A or B
NVVMOps.td,NVVM_Tcgen05LdOp,nvvm,nvvm.tcgen05.ld,tensor memory load instructions
NVVMOps.td,NVVM_Tcgen05LdRedOp,nvvm,nvvm.tcgen05.ld.red,Tcgen05 tensor memory load and reduce instructions
NVVMOps.td,NVVM_Tcgen05StOp,nvvm,nvvm.tcgen05.st,tensor memory store instructions
NVVMOps.td,NVVM_ClusterLaunchControlTryCancelOp,nvvm,nvvm.clusterlaunchcontrol.try.cancel,Request atomically canceling the launch of a cluster that has not started running yet
NVVMOps.td,NVVM_ClusterLaunchControlQueryCancelOp,nvvm,nvvm.clusterlaunchcontrol.query.cancel,Query the response of a clusterlaunchcontrol.try.cancel operation
NVVMOps.td,NVVM_Tcgen05MMAOp,nvvm,nvvm.tcgen05.mma,Performs MMA operation on 5th-gen tensor cores
NVVMOps.td,NVVM_Tcgen05MMASparseOp,nvvm,nvvm.tcgen05.mma.sp,Performs MMA operation with sparse A matrix on 5th-gen tensor cores
NVVMOps.td,NVVM_Tcgen05MMABlockScaleOp,nvvm,nvvm.tcgen05.mma.block_scale,Performs block scaled MMA operation on 5th-gen tensor cores
NVVMOps.td,NVVM_Tcgen05MMASparseBlockScaleOp,nvvm,nvvm.tcgen05.mma.sp.block_scale,Performs block scaled MMA operation with sparse A matrix on 5th-gen tensor cores
NVVMOps.td,NVVM_Tcgen05MMAWsOp,nvvm,nvvm.tcgen05.mma.ws,Performs weight stationary convolution MMA operation on 5th-gen tensor cores
NVVMOps.td,NVVM_Tcgen05MMAWsSparseOp,nvvm,nvvm.tcgen05.mma.ws.sp,Performs weight stationary convolution MMA with sparse A matrix on 5th-gen tensor cores
NVVMOps.td,NVVM_FmaOp,nvvm,nvvm.fma,Take the square root of a value
ROCDLOps.td,ROCDL_BarrierOp,rocdl,rocdl.barrier,Wait until DSCNT is less than or equal to `count`
UBOps.td,PoisonOp,ub,ub.poison,Poisoned constant operation.
UBOps.td,UnreachableOp,ub,ub.unreachable,Unreachable operation.
AsyncOps.td,Async_ExecuteOp,async,async.execute,Asynchronous execute operation
AsyncOps.td,Async_FuncOp,async,async.func,async function operation
AsyncOps.td,Async_CallOp,async,async.call,async call operation
AsyncOps.td,Async_ReturnOp,async,async.return,Async function return operation
AsyncOps.td,Async_YieldOp,async,async.yield,terminator for Async execute operation
AsyncOps.td,Async_AwaitOp,async,async.await,waits for the argument to become ready
AsyncOps.td,Async_CreateGroupOp,async,async.create_group,creates an empty async group
AsyncOps.td,Async_AddToGroupOp,async,async.add_to_group,adds an async token or value to the group
AsyncOps.td,Async_AwaitAllOp,async,async.await_all,waits for the all async tokens or values in the group to
AsyncOps.td,Async_CoroIdOp,async,async.coro.id,returns a switched-resume coroutine identifier
AsyncOps.td,Async_CoroBeginOp,async,async.coro.begin,returns a handle to the coroutine
AsyncOps.td,Async_CoroFreeOp,async,async.coro.free,deallocates the coroutine frame
AsyncOps.td,Async_CoroEndOp,async,async.coro.end,marks the end of the coroutine in the suspend block
AsyncOps.td,Async_CoroSaveOp,async,async.coro.save,saves the coroutine state
AsyncOps.td,Async_CoroSuspendOp,async,async.coro.suspend,suspends the coroutine
AsyncOps.td,Async_RuntimeCreateOp,async,async.runtime.create,creates an async runtime token or value
AsyncOps.td,Async_RuntimeCreateGroupOp,async,async.runtime.create_group,creates an async runtime group
AsyncOps.td,Async_RuntimeSetAvailableOp,async,async.runtime.set_available,switches token or value to available state
AsyncOps.td,Async_RuntimeSetErrorOp,async,async.runtime.set_error,switches token or value to error state
AsyncOps.td,Async_RuntimeIsErrorOp,async,async.runtime.is_error,"returns true if token, value or group is in error state"
AsyncOps.td,Async_RuntimeAwaitOp,async,async.runtime.await,blocks the caller thread until the operand becomes available
AsyncOps.td,Async_RuntimeResumeOp,async,async.runtime.resume,resumes the coroutine on a thread managed by the runtime
AsyncOps.td,Async_RuntimeAwaitAndResumeOp,async,async.runtime.await_and_resume,awaits the async operand and resumes the coroutine
AsyncOps.td,Async_RuntimeStoreOp,async,async.runtime.store,stores the value into the runtime async.value
AsyncOps.td,Async_RuntimeLoadOp,async,async.runtime.load,loads the value from the runtime async.value
AsyncOps.td,Async_RuntimeAddToGroupOp,async,async.runtime.add_to_group,adds an async token or value to the group
AsyncOps.td,Async_RuntimeAddRefOp,async,async.runtime.add_ref,adds a reference to async value
AsyncOps.td,Async_RuntimeDropRefOp,async,async.runtime.drop_ref,drops a reference to async value
AsyncOps.td,Async_RuntimeNumWorkerThreadsOp,async,async.runtime.num_worker_threads,gets the number of threads in the threadpool from the runtime
PDLInterpOps.td,PDLInterp_ApplyRewriteOp,pdlinterp,pdlinterp.apply_rewrite,Invoke and apply an externally registered rewrite method
PDLInterpOps.td,PDLInterp_BranchOp,pdlinterp,pdlinterp.branch,General branch operation
PDLInterpOps.td,PDLInterp_ContinueOp,pdlinterp,pdlinterp.continue,Breaks the current iteration
PDLInterpOps.td,PDLInterp_CreateAttributeOp,pdlinterp,pdlinterp.create_attribute,Create an interpreter handle to a constant `Attribute`
PDLInterpOps.td,PDLInterp_CreateOperationOp,pdlinterp,pdlinterp.create_operation,Create an instance of a specific `Operation`
PDLInterpOps.td,PDLInterp_CreateTypeOp,pdlinterp,pdlinterp.create_type,Create an interpreter handle to a constant `Type`
PDLInterpOps.td,PDLInterp_CreateTypesOp,pdlinterp,pdlinterp.create_types,Create an interpreter handle to a range of constant `Type`s
PDLInterpOps.td,PDLInterp_EraseOp,pdlinterp,pdlinterp.erase,Mark an operation as `erased`
PDLInterpOps.td,PDLInterp_ExtractOp,pdlinterp,pdlinterp.extract,Extract the item at the specified index in a range
PDLInterpOps.td,PDLInterp_FinalizeOp,pdlinterp,pdlinterp.finalize,Finalize a pattern match or rewrite sequence
PDLInterpOps.td,PDLInterp_ForEachOp,pdlinterp,pdlinterp.foreach,Iterates over a range of values or ranges
PDLInterpOps.td,PDLInterp_FuncOp,pdlinterp,pdlinterp.func,PDL Interpreter Function Operation
PDLInterpOps.td,PDLInterp_GetAttributeOp,pdlinterp,pdlinterp.get_attribute,Get a specified attribute value from an `Operation`
PDLInterpOps.td,PDLInterp_GetAttributeTypeOp,pdlinterp,pdlinterp.get_attribute_type,Get the result type of a specified `Attribute`
PDLInterpOps.td,PDLInterp_GetDefiningOpOp,pdlinterp,pdlinterp.get_defining_op,Get the defining operation of a `Value`
PDLInterpOps.td,PDLInterp_GetOperandOp,pdlinterp,pdlinterp.get_operand,Get a specified operand from an `Operation`
PDLInterpOps.td,PDLInterp_GetOperandsOp,pdlinterp,pdlinterp.get_operands,Get a specified operand group from an `Operation`
PDLInterpOps.td,PDLInterp_GetResultOp,pdlinterp,pdlinterp.get_result,Get a specified result from an `Operation`
PDLInterpOps.td,PDLInterp_GetResultsOp,pdlinterp,pdlinterp.get_results,Get a specified result group from an `Operation`
PDLInterpOps.td,PDLInterp_GetUsersOp,pdlinterp,pdlinterp.get_users,Get the users of a `Value`
PDLInterpOps.td,PDLInterp_GetValueTypeOp,pdlinterp,pdlinterp.get_value_type,Get the result type of a specified `Value`
PDLInterpOps.td,PDLInterp_CreateRangeOp,pdlinterp,pdlinterp.create_range,Construct a range of PDL entities
PDLInterpOps.td,PDLInterp_RecordMatchOp,pdlinterp,pdlinterp.record_match,Record the metadata for a successful pattern match
PDLInterpOps.td,PDLInterp_ReplaceOp,pdlinterp,pdlinterp.replace,Mark an operation as `replace`d
ControlFlowOps.td,AssertOp,cf,cf.assert,Assert operation with message attribute
ControlFlowOps.td,BranchOp,cf,cf.br,Branch operation
ControlFlowOps.td,CondBranchOp,cf,cf.cond_br,Conditional branch operation
ControlFlowOps.td,SwitchOp,cf,cf.switch,Switch operation
AMDGPUOps.td,AMDGPU_ExtPackedFp8Op,amdgpu,amdgpu.ext_packed_fp8,Extend a fp8 value to a float or a vector of packed fp8 values to two floats
AMDGPUOps.td,AMDGPU_ScaledExtPackedMatrixOp,amdgpu,amdgpu.scaled_ext_packed_matrix,Extend a wave-wide matrix of packed floating point values
AMDGPUOps.td,AMDGPU_ScaledExtPackedOp,amdgpu,amdgpu.scaled_ext_packed,Extend a vector of packed floating point values
AMDGPUOps.td,AMDGPU_PackedTrunc2xFp8Op,amdgpu,amdgpu.packed_trunc_2xfp8,Round two floats into a packed vector of 8-bit floats
AMDGPUOps.td,AMDGPU_PackedScaledTruncOp,amdgpu,amdgpu.packed_scaled_trunc,Round two floats into a packed vector of floats
AMDGPUOps.td,AMDGPU_PackedStochRoundFp8Op,amdgpu,amdgpu.packed_stoch_round_fp8,Round float stochiastically into a packed vector of 8-bit floats
AMDGPUOps.td,AMDGPU_FatRawBufferCastOp,amdgpu,amdgpu.fat_raw_buffer_cast,Create a raw buffer fat pointer that matches `memref`
AMDGPUOps.td,AMDGPU_RawBufferLoadOp,amdgpu,amdgpu.raw_buffer_load,"Raw Buffer load, exposing GCN features"
AMDGPUOps.td,AMDGPU_RawBufferStoreOp,amdgpu,amdgpu.raw_buffer_store,"Raw Buffer Store, exposing GCN features"
AMDGPUOps.td,AMDGPU_RawBufferAtomicCmpswapOp,amdgpu,amdgpu.raw_buffer_atomic_cmpswap,Raw Buffer Atomic compare-and-swap
AMDGPUOps.td,AMDGPU_RawBufferAtomicFaddOp,amdgpu,amdgpu.raw_buffer_atomic_fadd,Raw Buffer Floating-point Atomic Add (MI-* only)
AMDGPUOps.td,AMDGPU_RawBufferAtomicFmaxOp,amdgpu,amdgpu.raw_buffer_atomic_fmax,Raw Buffer Floating-point Atomic Max (non-GFX9)
AMDGPUOps.td,AMDGPU_RawBufferAtomicSmaxOp,amdgpu,amdgpu.raw_buffer_atomic_smax,Raw Buffer Signed Integer Atomic Max
AMDGPUOps.td,AMDGPU_RawBufferAtomicUminOp,amdgpu,amdgpu.raw_buffer_atomic_umin,Raw Buffer Unsigned Integer Atomic Min
AMDGPUOps.td,AMDGPU_DPPOp,amdgpu,amdgpu.dpp,AMDGPU DPP operation
AMDGPUOps.td,AMDGPU_SwizzleBitModeOp,amdgpu,amdgpu.swizzle_bitmode,"AMDGPU ds_swizzle op, bitmode variant"
AMDGPUOps.td,AMDGPU_PermlaneSwapOp,amdgpu,amdgpu.permlane_swap,AMDGPU permlane swap op
AMDGPUOps.td,AMDGPU_PermlaneVarOp,amdgpu,amdgpu.permlane_var,AMDGPU variable-selector permlane op (GFX12+)
AMDGPUOps.td,AMDGPU_LDSBarrierOp,amdgpu,amdgpu.lds_barrier,Barrier that includes a wait for LDS memory operations.
AMDGPUOps.td,AMDGPU_SchedBarrierOp,amdgpu,amdgpu.sched_barrier,Barrier that limits the backend scheduler of instruction movement
AMDGPUOps.td,AMDGPU_MemoryCounterWaitOp,amdgpu,amdgpu.memory_counter_wait,Wait for specified hardware counters
AMDGPUOps.td,AMDGPU_MFMAOp,amdgpu,amdgpu.mfma,MLIR wrapper for CDNA mfma instructions
AMDGPUOps.td,AMDGPU_WMMAOp,amdgpu,amdgpu.wmma,MLIR wrapper for wmma instructions
AMDGPUOps.td,AMDGPU_DotOp,amdgpu,amdgpu.dot,MLIR wrapper for AMDGPU v_dot* intrinsics
AMDGPUOps.td,AMDGPU_SparseMFMAOp,amdgpu,amdgpu.sparse_mfma,MLIR wrapper for CDNA sparse mfma (smfmac) instructions
AMDGPUOps.td,AMDGPU_SparseWMMAOp,amdgpu,amdgpu.sparse_wmma,MLIR wrapper for gfx12+ sparse wmma instructions
AMDGPUOps.td,AMDGPU_GatherToLDSOp,amdgpu,amdgpu.gather_to_lds,MLIR wrapper for CDNA Gather to LDS instructions
AMDGPUOps.td,AMDGPU_GlobalLoadAsyncToLDSOp,amdgpu,amdgpu.global_load_async_to_lds,MLIR wrapper for async global load to lds instructions
AMDGPUOps.td,AMDGPU_TransposeLoadOp,amdgpu,amdgpu.transpose_load,MLIR wrapper for CDNA transpose Load instructions
AMDGPUOps.td,AMDGPU_GlobalTransposeLoadOp,amdgpu,amdgpu.global_transpose_load,MLIR wrapper for global memory transpose load instructions
AMDGPUOps.td,AMDGPU_ScaledMFMAOp,amdgpu,amdgpu.scaled_mfma,MLIR wrapper for CDNA scaled mfma instructions
AMDGPUOps.td,AMDGPU_ScaledWMMAOp,amdgpu,amdgpu.scaled_wmma,MLIR wrapper for scaled wmma instructions
AMDGPUOps.td,AMDGPU_TensorLoadToLDSOp,amdgpu,amdgpu.tensor_load_to_lds,Load tensors from global memory to LDS.
AMDGPUOps.td,AMDGPU_TensorStoreFromLDSOp,amdgpu,amdgpu.tensor_store_from_lds,Store tensors from LDS to global memory.
AMDGPUOps.td,AMDGPU_DsBarrierInitOp,amdgpu,amdgpu.ds_barrier_init,Initialize an in-LDS barrier.
AMDGPUOps.td,AMDGPU_DsBarrierPollStateOp,amdgpu,amdgpu.ds_barrier_poll_state,Atomically read the state of an in-LDS barrier.
AMDGPUOps.td,AMDGPU_DsAsyncBarrierArriveOp,amdgpu,amdgpu.ds_async_barrier_arrive,Asynchronously arrive at an in-LDS barrier.
AMDGPUOps.td,AMDGPU_DsBarrierArriveOp,amdgpu,amdgpu.ds_barrier_arrive,Arrive at an in-LDS barrier and return old state.
AMDGPUOps.td,AMDGPU_DsBarrierStatePhaseOp,amdgpu,amdgpu.ds_barrier_state_phase,Extract the phase of a barrier state.
AMDGPUOps.td,AMDGPU_DsBarrierStatePendingCountOp,amdgpu,amdgpu.ds_barrier_state_pending_count,Extract the pending count of a barrier state.
AMDGPUOps.td,AMDGPU_DsBarrierStateInitCountOp,amdgpu,amdgpu.ds_barrier_state_init_count,Extract the init count of a barrier state.
AMDGPUOps.td,AMDGPU_DsBarrierStatePhaseParity,amdgpu,amdgpu.ds_barrier_state_phase_parity,Extract the phase parity of a barrier state.
AMDGPUOps.td,AMDGPU_GlobalPrefetchOp,amdgpu,amdgpu.global_prefetch,Prefetch data to caches.
BufferizationOps.td,Bufferization_AllocTensorOp,bufferization,bufferization.alloc_tensor,allocate buffer for a tensor
BufferizationOps.td,Bufferization_CloneOp,bufferization,bufferization.clone,clone a memref
BufferizationOps.td,Bufferization_MaterializeInDestinationOp,bufferization,bufferization.materialize_in_destination,copy a tensor
BufferizationOps.td,Bufferization_DeallocTensorOp,bufferization,bufferization.dealloc_tensor,Sin descripción
BufferizationOps.td,Bufferization_ToTensorOp,bufferization,bufferization.to_tensor,create a tensor-like type from a buffer-like type
BufferizationOps.td,Bufferization_ToBufferOp,bufferization,bufferization.to_buffer,cast a tensor-like type to buffer-like type
BufferizationOps.td,Bufferization_DeallocOp,bufferization,bufferization.dealloc,deallocates the given memrefs if no alias is retained
